year,sex,position_title,position_type,service_end_date,days_employed,pay_total,annual_rate,location,contract,bargaining_group_num,bargaining_group_title
2018,female,Clerk V,Full Time Employee,12/22/18 0:00,365,63869.09,62343.32,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Research Associate I,Full Time Employee,12/22/18 0:00,365,63874.11,64506.477,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Senior Lecturer,Full Time Employee,12/22/18 0:00,365,63921.42,71511.583,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Financial/Budget Analyst,Full Time Employee,12/22/18 0:00,365,63936.02,64232.48,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Residency Program Admin II,Full Time Employee,12/22/18 0:00,365,63940.39,64573.297,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Resident Pgy - 3,Full Time Employee,12/22/18 0:00,365,63975.5,64361.96,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,female,"Assoc Dir, Career Services",Full Time Employee,12/22/18 0:00,365,64000.02,64000.04,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Lecturer U of M,Full Time Employee,12/22/18 0:00,365,64004.36,57600.66,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Communications Dispatcher II,Full Time Employee,12/22/18 0:00,365,64005.68,58861.66,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Assistant Professor,Full Time Employee,12/22/18 0:00,365,64026.08,64259.962,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,female,Project Associate,Full Time Employee,12/22/18 0:00,365,64034.32,63153.422,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Project Manager,Full Time Employee,12/22/18 0:00,365,64077.93,64712.311,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Immigration Specialist II,Full Time Employee,12/22/18 0:00,365,64111.61,66300,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Education Specialist,Full Time Employee,9/29/18 0:00,281,64118.01,69752.54,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,"Accountant,Staff I",Full Time Employee,12/22/18 0:00,365,64173.21,56363.287,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Academic Advisor/Program Coord,Full Time Employee,12/22/18 0:00,365,64181.72,59181.72,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,"Counselor, Mental Health I",Full Time Employee,12/22/18 0:00,365,64215.2,36816,U Mass Worcester,SHARE (W28),W28,SHARE
2018,male,Research Associate SMAST,Full Time Employee,12/22/18 0:00,365,64234.32,65556,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,female,Executive Assistant I,Full Time Employee,12/22/18 0:00,365,64282.18,64623.78,U Mass Amherst,Non-Unit Classified (A12),A12,Non-Unit Classified
2018,female,Lecturer U of M,Full Time Employee,12/22/18 0:00,365,64288.98,60179.6,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Communication Dispatcher I,Full Time Employee,12/22/18 0:00,365,64306.25,55031.6,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,PPR Supervisor,Full Time Employee,12/22/18 0:00,365,64309.14,64945.76,U Mass Worcester,NAGE Admin and Professional (W50),W50,NAGE Admin and Professional
2018,female,Adult Basic Ed Instructor,Full Time Employee,12/22/18 0:00,365,64323.44,63643.826,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,female,Sr Editor/Writer,Full Time Employee,12/22/18 0:00,365,64340.1,64340.12,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Contrls&Refrig Syst Spec UofM,Full Time Employee,12/22/18 0:00,365,64350.58,57679.18,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,"Mgr - UCAPS, Bus Svcs & Ops",Full Time Employee,12/22/18 0:00,365,64385.2,69360.143,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Training Associate III,Full Time Employee,12/22/18 0:00,365,64399.99,64400.104,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,female,Professor (Assoc Chair),Full Time Employee,7/7/18 0:00,197,64403.11,135654.454,U Mass Lowell,MTA/NEA  MSP/UML Faculty (L90),L90,MTA/NEA  MSP/UML Faculty
2018,female,Administrative Supervisor,Full Time Employee,12/22/18 0:00,365,64416.55,64416.56,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Disability Reviewer II,Full Time Employee,12/22/18 0:00,365,64416.56,69290.676,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Lecturer,Full Time Employee,12/22/18 0:00,365,64434.6,107341.809,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,"Asst Director,UndergradStudies",Full Time Employee,12/22/18 0:00,365,64435.72,64435.54,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,Mech Maint Tech II,Full Time Employee,12/22/18 0:00,365,64435.95,66497.6,U Mass Worcester,AFSCME Trades and Building Svc (W20),W20,AFSCME Trades and Building Svc
2018,male,Marketing Manager,Full Time Employee,12/22/18 0:00,365,64437.88,64437.88,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Senior Lecturer I,Full Time Employee,12/22/18 0:00,365,64482.48,96913.768,U Mass Lowell,MTA/NEA  MSP/UML Faculty (L90),L90,MTA/NEA  MSP/UML Faculty
2018,male,Administrative Assistant II,Full Time Employee,12/22/18 0:00,365,64494.37,64615.98,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,female,Administrative Assistant I,Full Time Employee,12/22/18 0:00,365,64495.64,62342.268,U Mass Dartmouth,AFSCME Local 507 (D82),D82,AFSCME Local 507
2018,male,Maintenance Supervisor,Full Time Employee,12/22/18 0:00,365,64502.69,65998.14,U Mass Amherst,MTA/NEA Non-Exempt Supervisors (A15),A15,MTA/NEA Non-Exempt Supervisors
2018,female,Administrative Analyst III,Full Time Employee,12/22/18 0:00,365,64519.23,64627.94,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,male,"Asst Dir Athl, Facilities Ops",Full Time Employee,12/22/18 0:00,365,64521.6,64521.454,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,Mfg Compliance Specialist I,Full Time Employee,12/22/18 0:00,365,64550.31,65189.488,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Grant & Budget Administrator,Full Time Employee,12/22/18 0:00,365,64564.76,64564.5,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Clerk V,Full Time Employee,12/8/18 0:00,351,64621.06,62343.32,U Mass Amherst,Non-Unit Classified (A12),A12,Non-Unit Classified
2018,male,Skilled Laborer II,Full Time Employee,12/22/18 0:00,365,64626.1,52069.94,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Coord - Retention Initiatives,Full Time Employee,12/22/18 0:00,365,64628.06,64685.811,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Asst Registrar - Ops & Rprting,Full Time Employee,12/22/18 0:00,365,64640.35,64698.031,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,male,"Carpentry Specialist, Sr",Full Time Employee,12/22/18 0:00,365,64656.44,64646.4,U Mass Worcester,AFSCME Trades and Building Svc (W20),W20,AFSCME Trades and Building Svc
2018,female,Administrative Assistant I,Full Time Employee,12/22/18 0:00,365,64675.02,62342.28,U Mass Dartmouth,AFSCME Local 507 (D82),D82,AFSCME Local 507
2018,male,Administrative Assistant II,Full Time Employee,12/22/18 0:00,365,64735.34,65907.66,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,male,Contrls&Refrig Syst Spec UofM,Full Time Employee,12/22/18 0:00,365,64735.8,62467.86,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,"Mgr,Case Comm Med",Full Time Employee,12/22/18 0:00,365,64769.23,65410.458,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Sr Publicity/Comm Rel Coord,Full Time Employee,12/22/18 0:00,365,64802.93,64802.92,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Disability Reviewer II,Full Time Employee,12/22/18 0:00,365,64810.53,71031.818,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Communication Dispatcher I,Full Time Employee,12/22/18 0:00,365,64811.29,55031.6,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Administrative Assistant II,Full Time Employee,12/22/18 0:00,365,64867.86,60926.84,U Mass Dartmouth,AFSCME Local 507 (D82),D82,AFSCME Local 507
2018,female,Research Associate Ii,Full Time Employee,12/22/18 0:00,365,64873.64,65516.047,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Marketing & Comm Manager,Full Time Employee,9/15/18 0:00,267,64891.07,76347.076,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,Instructor,Full Time Employee,12/22/18 0:00,365,64902.76,65545.283,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Staff Assistant,Full Time Employee,12/22/18 0:00,365,64915.86,65025.22,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,male,"Sr Eng, Sys Admin",Full Time Employee,12/22/18 0:00,365,64921.49,120000.14,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Disability Reviewer II,Full Time Employee,12/22/18 0:00,365,64930.5,70357.664,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Resident Pgy - 4,Full Time Employee,12/22/18 0:00,365,64978.92,67007.98,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,Contrls&Refrig Syst Spec UofM,Full Time Employee,12/22/18 0:00,365,64985.22,61242.74,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Budget Analyst,Full Time Employee,12/22/18 0:00,365,65000,65000,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,male,Maintenance Working Foreman,Full Time Employee,12/22/18 0:00,365,65000.99,55733.34,U Mass Dartmouth,AFT Massachusetts Maintainers (D83),D83,AFT Massachusetts Maintainers
2018,male,Assistant Database Specialist,Full Time Employee,12/22/18 0:00,365,65096.21,65096.2,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Assoc Dir - Student Affairs-UC,Full Time Employee,12/22/18 0:00,365,65120.05,65790.02,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Resident Pgy - 3,Full Time Employee,12/22/18 0:00,365,65145.56,67007.98,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,female,Content Producer,Full Time Employee,12/22/18 0:00,365,65146.43,65791.436,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Athletics External Ops Manager,Full Time Employee,12/22/18 0:00,365,65186.86,67857.422,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,male,Storekeeper II,Full Time Employee,12/22/18 0:00,365,65239.03,37672.18,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Instructional Media Specialist,Full Time Employee,12/22/18 0:00,365,65317.29,63728.6,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,male,Hvac II,Full Time Employee,12/22/18 0:00,365,65324.28,61537.84,U Mass Dartmouth,AFT Massachusetts Maintainers (D83),D83,AFT Massachusetts Maintainers
2018,female,Disability Reviewer II,Full Time Employee,12/22/18 0:00,365,65338.05,67747.602,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Professor U of M,Full Time Employee,12/8/18 0:00,351,65376.9,145553.98,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Technical Specialist I,Full Time Employee,12/22/18 0:00,365,65392.72,45943.56,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Editor-In-Chief,Full Time Employee,12/22/18 0:00,365,65411.27,68275.74,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Technical Specialist I,Full Time Employee,12/22/18 0:00,365,65513.77,55468.14,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Academic Advisor/Program Coord,Full Time Employee,12/22/18 0:00,365,65528.08,59999.94,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Residency Program Admin I,Full Time Employee,12/22/18 0:00,365,65596.04,65996.06,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Nurse Practitioner,Full Time Employee,12/22/18 0:00,365,65600,66300,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,female,Advisor/Program Coord - OCE,Full Time Employee,12/22/18 0:00,365,65625.01,66300,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Executive Assistant to VC,Full Time Employee,12/22/18 0:00,365,65648.08,65758.881,U Mass Boston,Non-Unit Professional (B43),B43,Non-Unit Professional
2018,female,"Writer, Scientific",Full Time Employee,12/22/18 0:00,365,65650,66300,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,"Specialist II, Estate Recovery",Full Time Employee,12/22/18 0:00,365,65650.01,66300,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,"Specialist II, Estate Recovery",Full Time Employee,12/22/18 0:00,365,65650.03,66300,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Sr. Protocol Specialist,Full Time Employee,12/22/18 0:00,365,65650.03,66300,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,"Specialist, Educational Iii",Full Time Employee,12/22/18 0:00,365,65682.53,66365,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Maintenance Manager,Full Time Employee,12/22/18 0:00,365,65709.89,68000.14,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Contrls&Refrig Syst Spec UofM,Full Time Employee,12/22/18 0:00,365,65724.27,66289.34,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,"Lecturer A, U of M",Full Time Employee,12/22/18 0:00,365,65751.93,156999.96,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Assistant Professor,Full Time Employee,12/22/18 0:00,365,65781.6,65856.544,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,male,Resident Pgy - 3,Full Time Employee,12/22/18 0:00,365,65835.5,64361.96,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,female,Staff Asst. Ath Game Mgmt Wrk,Full Time Employee,12/22/18 0:00,365,65860.58,66224.08,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,female,Sr Asst & Office Mgr -Univ Rel,Full Time Employee,12/22/18 0:00,365,65867.22,66300,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,male,Lab Technician - Physics,Full Time Employee,12/22/18 0:00,365,65946.47,67320.224,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,male,Storekeeper II,Full Time Employee,12/22/18 0:00,365,65983.46,49776.74,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,FullTime Lecturer,Full Time Employee,12/22/18 0:00,365,65984.4,61386.26,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,male,Equip Operator/Grounds,Full Time Employee,12/22/18 0:00,365,66015.48,59196.8,U Mass Worcester,AFSCME Trades and Building Svc (W20),W20,AFSCME Trades and Building Svc
2018,female,"Supv, Animal Care Facilities",Full Time Employee,12/22/18 0:00,365,66020.24,66673.792,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Senior Lecturer II,Full Time Employee,12/22/18 0:00,365,66044.26,71399.796,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,"Mgr, Computing Operations",Full Time Employee,12/22/18 0:00,365,66081.6,66081.6,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Maintenance Equipment Opr I,Full Time Employee,12/22/18 0:00,365,66116.8,51859.6,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Music Coordinator,Full Time Employee,12/22/18 0:00,365,66167.7,63971.544,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Accountant II,Full Time Employee,12/22/18 0:00,365,66180.48,66289.6,U Mass Dartmouth,AFSCME Local 507 (D82),D82,AFSCME Local 507
2018,male,Contrls&Refrig Syst Spec UofM,Full Time Employee,12/22/18 0:00,365,66180.57,66289.34,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,male,Contrls&Refrig Syst Spec UofM,Full Time Employee,12/22/18 0:00,365,66184.21,66289.34,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,"Accountant, Staff III",Full Time Employee,12/22/18 0:00,365,66200.97,66856.465,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Resident Pgy - 5,Full Time Employee,12/22/18 0:00,365,66224.92,69599.66,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,female,Dir. Exper. Lrning & Internshp,Full Time Employee,12/22/18 0:00,365,66249.27,66358.37,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,female,"Coord,Clinical Research II",Full Time Employee,12/22/18 0:00,365,66310.68,66967.054,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Marketing Project Manager,Full Time Employee,12/22/18 0:00,365,66360.32,66360.32,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Librarian I,Full Time Employee,12/22/18 0:00,365,66380.47,66289.34,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Librarian I,Full Time Employee,12/22/18 0:00,365,66380.48,66289.34,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Librarian I,Full Time Employee,12/22/18 0:00,365,66380.52,66289.34,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Librarian I,Full Time Employee,12/22/18 0:00,365,66386.51,66289.34,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Technical Assistant III (Educ),Full Time Employee,12/22/18 0:00,365,66416.22,62343.32,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Instructional Designer,Full Time Employee,12/22/18 0:00,365,66419.63,66419.795,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,female,"Accountant, Staff III",Full Time Employee,12/22/18 0:00,365,66452.82,67110.797,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Lecturer,Full Time Employee,12/22/18 0:00,365,66472.93,58441.626,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,Audio Visual Equip Tech II,Full Time Employee,12/22/18 0:00,365,66480.42,66289.34,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,male,Audio Visual Equip Tech II,Full Time Employee,12/22/18 0:00,365,66480.49,66289.34,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,"Technical Specialist II,U of M",Full Time Employee,12/22/18 0:00,365,66480.51,66289.34,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Psychiatric Social Worker,Full Time Employee,12/22/18 0:00,365,66499.82,66499.94,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Assistant Professor,Full Time Employee,12/22/18 0:00,365,66506.93,65812.5,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,female,Exec Asst I,Full Time Employee,12/22/18 0:00,365,66513.74,67528.954,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,EDP Programmer II,Full Time Employee,12/22/18 0:00,365,66521.99,66289.6,U Mass Dartmouth,AFSCME Local 507 (D82),D82,AFSCME Local 507
2018,female,Librarian I,Full Time Employee,12/22/18 0:00,365,66543.41,66289.34,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,Resident Pgy - 4,Full Time Employee,12/22/18 0:00,365,66578.92,67007.98,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,FullTime Lecturer,Full Time Employee,12/22/18 0:00,365,66614.02,61782.24,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,male,Assoc Dir - Residence Life,Full Time Employee,12/22/18 0:00,365,66634.94,67320.224,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,EDP Programmer III,Full Time Employee,12/22/18 0:00,365,66637.79,66662.7,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,female,Writer/Editor,Full Time Employee,12/22/18 0:00,365,66691.53,66691.56,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Vice Provost Cont&Prof Educ,Full Time Employee,5/26/18 0:00,155,66705,186999.8,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,female,Grants & Contracts Coord II,Full Time Employee,12/22/18 0:00,365,66713.81,66289.34,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,"Director, Laboratories",Full Time Employee,12/22/18 0:00,365,66746.23,60624.262,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,female,Sr Retail Services Manager,Full Time Employee,12/22/18 0:00,365,66787.23,66787.24,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Property Coordinator,Full Time Employee,12/22/18 0:00,365,66834.8,66894.524,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,male,University Police Officer,Full Time Employee,12/22/18 0:00,365,66884.96,49373.222,U Mass Lowell,IBT Local 25 Police (L94),L94,IBT Local 25 Police
2018,male,Contrls&Refrig Syst Spec UofM,Full Time Employee,12/22/18 0:00,365,66888.75,63716.38,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Accountant II,Full Time Employee,12/22/18 0:00,365,66930.44,66289.34,U Mass Amherst,MTA/NEA USA Classified (A08),A08,MTA/NEA USA Classified
2018,female,UHS Office Manager,Full Time Employee,12/22/18 0:00,365,66947.92,66947.92,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,"Analyst, Data",Full Time Employee,12/22/18 0:00,365,66963.01,67626,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Calibration Technician III,Full Time Employee,12/22/18 0:00,365,67027.23,63360.379,U Mass Worcester,Non-Unit Classified (W25),W25,Non-Unit Classified
2018,male,"Supervisor, Lab Operations",Full Time Employee,12/22/18 0:00,365,67040.82,67704.663,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Clinician/Alc&Drg Interv Coord,Full Time Employee,12/22/18 0:00,365,67042.9,70500.001,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,FullTime Lecturer,Full Time Employee,12/22/18 0:00,365,67044.48,66300,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,male,Technical Machinist,Full Time Employee,12/22/18 0:00,365,67051.03,66072.663,U Mass Lowell,MTA/NEA Grants and Contracts (LR3),LR3,MTA/NEA Grants and Contracts
2018,male,Assoc Dir - Hosp & Event Svcs,Full Time Employee,12/22/18 0:00,365,67052.4,67112.4,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Senior Administrative Assistan,Full Time Employee,12/22/18 0:00,365,67080.69,67520.96,U Mass Dartmouth,AFSCME Local 507 (D82),D82,AFSCME Local 507
2018,female,"Sr Advisor, Career Services",Full Time Employee,12/22/18 0:00,365,67081.03,67081.04,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Academic Administrator I,Full Time Employee,12/22/18 0:00,365,67111.15,66300,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,"Coord, Admin Iii",Full Time Employee,12/22/18 0:00,365,67118.53,67783.151,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Electrician I,Full Time Employee,12/22/18 0:00,365,67209.09,67123.598,U Mass Lowell,MTA/NEA Maintenance/Trades (L93),L93,MTA/NEA Maintenance/Trades
2018,male,Chairman of Department,Full Time Employee,12/22/18 0:00,365,67212.11,500000.02,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Administrative Assistant II,Full Time Employee,12/22/18 0:00,365,67225.93,67225.86,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,male,Administrative Assistant II,Full Time Employee,12/22/18 0:00,365,67225.98,67225.86,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
2018,female,"Research Scientist, Sr",Full Time Employee,12/22/18 0:00,365,67251.41,67917.354,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Technical Assistant III,Full Time Employee,12/22/18 0:00,365,67270.01,62343.32,U Mass Amherst,AFSCME Local 1776 (A01),A01,AFSCME Local 1776
2018,female,Librarian III U of M,Full Time Employee,12/22/18 0:00,365,67282.67,69799.86,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Project Manager,Full Time Employee,12/22/18 0:00,365,67308.8,60840.26,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,FullTime Lecturer,Full Time Employee,12/22/18 0:00,365,67327.6,62429.96,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,female,Lecturer,Full Time Employee,12/22/18 0:00,365,67341.99,59656.11,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,Administrative Assistant II,Full Time Employee,12/22/18 0:00,365,67389.69,67225.86,U Mass Boston,MTA/NEA Classified (B32),B32,MTA/NEA Classified
